id,routine_id,routine_name,step_number,step_description,encouragement,age_group,dlss_domain,requires_adult
911,180,Sort Laundry By Color,4,Start wash with one pile,You're doing great!,14 to 16,Home Management,No
912,189,Sort Recycling,1,Gather recyclables,You're doing great!,11 to 13,Home Management,No
913,189,Sort Recycling,2,"Separate paper, plastic, metal",You're doing great!,11 to 13,Home Management,No
914,189,Sort Recycling,3,Place in correct bins,You're doing great!,11 to 13,Home Management,No
915,189,Sort Recycling,4,Take bins outside if needed,You're doing great!,11 to 13,Home Management,No
916,190,Sort Recycling,1,Gather recyclables,You're doing great!,14 to 16,Home Management,No
917,190,Sort Recycling,2,"Separate paper, plastic, metal",You're doing great!,14 to 16,Home Management,No
918,190,Sort Recycling,3,Place in correct bins,You're doing great!,14 to 16,Home Management,No
919,190,Sort Recycling,4,Take bins outside if needed,You're doing great!,14 to 16,Home Management,No
920,191,Sweep Floor,1,Get broom and dustpan,You're doing great!,11 to 13,Home Management,No
921,191,Sweep Floor,2,Sweep into small piles,You're doing great!,11 to 13,Home Management,No
922,191,Sweep Floor,3,Collect in dustpan,You're doing great!,11 to 13,Home Management,No
923,191,Sweep Floor,4,Empty into trash,You're doing great!,11 to 13,Home Management,No
924,192,Sweep Floor,1,Get broom and dustpan,You're doing great!,14 to 16,Home Management,No
925,192,Sweep Floor,2,Sweep into small piles,You're doing great!,14 to 16,Home Management,No
926,192,Sweep Floor,3,Collect in dustpan,You're doing great!,14 to 16,Home Management,No
927,192,Sweep Floor,4,Empty into trash,You're doing great!,14 to 16,Home Management,No
928,193,Take Out Trash,1,Tie trash bag,You're doing great!,11 to 13,Home Management,No
929,193,Take Out Trash,2,Carry outside,You're doing great!,11 to 13,Home Management,No
930,193,Take Out Trash,3,Place in bin,You're doing great!,11 to 13,Home Management,No
931,193,Take Out Trash,4,Replace liner in trash can,You're doing great!,11 to 13,Home Management,No
932,194,Take Out Trash,1,Tie trash bag,You're doing great!,14 to 16,Home Management,No
933,194,Take Out Trash,2,Carry outside,You're doing great!,14 to 16,Home Management,No
934,194,Take Out Trash,3,Place in bin,You're doing great!,14 to 16,Home Management,No
935,194,Take Out Trash,4,Replace liner in trash can,You're doing great!,14 to 16,Home Management,No
936,195,Unload Dishwasher,1,Open Dishwasher,You're doing great!,11 to 13,Home Management,No
937,195,Unload Dishwasher,2,Take out clean dishes,You're doing great!,11 to 13,Home Management,No
938,195,Unload Dishwasher,3,Sort and store in cabinets,You're doing great!,11 to 13,Home Management,No
939,195,Unload Dishwasher,4,Close Dishwasher,You're doing great!,11 to 13,Home Management,No
940,196,Unload Dishwasher,1,Open Dishwasher,You're doing great!,14 to 16,Home Management,No
941,196,Unload Dishwasher,2,Take out clean dishes,You're doing great!,14 to 16,Home Management,No
942,196,Unload Dishwasher,3,Sort and store in cabinets,You're doing great!,14 to 16,Home Management,No
943,196,Unload Dishwasher,4,Close Dishwasher,You're doing great!,14 to 16,Home Management,No
944,197,Use Deodorant,1,Remove cap,You're doing great!,11 to 13,Personal Hygiene,No
945,197,Use Deodorant,2,Apply under arms,You're doing great!,11 to 13,Personal Hygiene,No
946,197,Use Deodorant,3,Replace cap,You're doing great!,11 to 13,Personal Hygiene,No
947,197,Use Deodorant,4,Put deodorant away,You're doing great!,11 to 13,Personal Hygiene,No
948,198,Use Deodorant,1,Remove cap,You're doing great!,14 to 16,Personal Hygiene,No
949,198,Use Deodorant,2,Apply under arms,You're doing great!,14 to 16,Personal Hygiene,No
950,198,Use Deodorant,3,Replace cap,You're doing great!,14 to 16,Personal Hygiene,No
951,198,Use Deodorant,4,Put deodorant away,You're doing great!,14 to 16,Personal Hygiene,No
952,199,Vacuum Floor,1,Get Vacuum ,Clean floors are important!,11 to 13,Home Management,No
953,199,Vacuum Floor,2,Plug in Vacuum ,You're doing great!,11 to 13,Home Management,No
954,199,Vacuum Floor,3,Turn it on,You're doing great!,11 to 13,Home Management,No
955,199,Vacuum Floor,4,Vacuum room slowly,You're doing great!,11 to 13,Home Management,No
956,199,Vacuum Floor,5,Turn off Vacuum ,Safety first!,11 to 13,Home Management,No
957,199,Vacuum Floor,6,Unplug Vacuum ,You're doing great!,11 to 13,Home Management,No
958,199,Vacuum Floor,7,Empty Vacuum canister,You are doing great!,11 to 13,Home Management,No
959,199,Vacuum Floor,8,Put Vacuum away,Everything in its place!,11 to 13,Home Management,No
960,200,Vacuum Floor,1,Get Vacuum ,Clean floors are important!,14 to 16,Home Management,No
961,200,Vacuum Floor,2,Plug in Vacuum ,You're doing great!,14 to 16,Home Management,No
962,200,Vacuum Floor,3,Turn it on,You're doing great!,14 to 16,Home Management,No
963,200,Vacuum Floor,4,Vacuum room slowly,You're doing great!,14 to 16,Home Management,No
964,200,Vacuum Floor,5,Turn off Vacuum ,Safety first!,14 to 16,Home Management,No
965,200,Vacuum Floor,6,Unplug Vacuum ,You're doing great!,14 to 16,Home Management,No
966,200,Vacuum Floor,7,Empty Vacuum canister,You are doing great!,14 to 16,Home Management,No
967,200,Vacuum Floor,8,Put Vacuum away,Everything in its place!,14 to 16,Home Management,No
968,201,Wash Face,1,Get towel,Great start!,11 to 13,Personal Hygiene,No
969,201,Wash Face,2,Get face cleanser,A clean face keeps us healthy!,11 to 13,Personal Hygiene,No
970,201,Wash Face,3,Wet hands and face,You're doing great!,11 to 13,Personal Hygiene,No
971,201,Wash Face,4,Apply cleanser to face,You're doing great!,11 to 13,Personal Hygiene,No
972,201,Wash Face,5,Rinse face with Water ,You're doing great!,11 to 13,Personal Hygiene,No
973,201,Wash Face,6,Dry face with towel,You're doing great!,11 to 13,Personal Hygiene,No
974,201,Wash Face,7,Put face cleanser away,Everything in its place!,11 to 13,Personal Hygiene,No
975,202,Wash Face,1,Get towel,Great start!,14 to 16,Personal Hygiene,No
976,202,Wash Face,2,Get face cleanser,A clean face keeps us healthy!,14 to 16,Personal Hygiene,No
977,202,Wash Face,3,Wet hands and face,You're doing great!,14 to 16,Personal Hygiene,No
978,202,Wash Face,4,Apply cleanser to face,You're doing great!,14 to 16,Personal Hygiene,No
979,202,Wash Face,5,Rinse face with Water ,You're doing great!,14 to 16,Personal Hygiene,No
980,202,Wash Face,6,Dry face with towel,You're doing great!,14 to 16,Personal Hygiene,No
981,202,Wash Face,7,Put face cleanser away,Everything in its place!,14 to 16,Personal Hygiene,No
982,203,Water Plants,1,Get Water ing can,Plants love Water !,11 to 13,Home Management,No
983,203,Water Plants,2,Fill Water ing can,You're doing great!,11 to 13,Home Management,No
984,203,Water Plants,3,Pour at base of plants,You're doing great!,11 to 13,Home Management,No
985,203,Water Plants,4,Check soil moisture,You're doing great!,11 to 13,Home Management,No
986,203,Water Plants,5,Put Water ing can away,You're doing great!,11 to 13,Home Management,No
987,204,Water Plants,1,Get Water ing can,Plants love Water !,14 to 16,Home Management,No
988,204,Water Plants,2,Fill Water ing can,You're doing great!,14 to 16,Home Management,No
989,204,Water Plants,3,Pour at base of plants,You're doing great!,14 to 16,Home Management,No
990,204,Water Plants,4,Check soil moisture,You're doing great!,14 to 16,Home Management,No
991,204,Water Plants,5,Put Water ing can away,You're doing great!,14 to 16,Home Management,No
992,205,Give Dog A Bath,1,Get dog shampoo,Thank you for helping!,14 to 16,Home Management,No
993,205,Give Dog A Bath,2,Get dog towels,These will come in handy later,14 to 16,Home Management,No
994,205,Give Dog A Bath,3,Fill tub with warm Water ,Not too hot!,14 to 16,Home Management,No
995,205,Give Dog A Bath,4,Get dog in tub,You're doing great!,14 to 16,Home Management,No
996,205,Give Dog A Bath,5,Wet dog with Water ,You're doing great!,14 to 16,Home Management,No
997,205,Give Dog A Bath,6,Apply dog shampoo,You're doing great!,14 to 16,Home Management,No
998,205,Give Dog A Bath,7,Massage shampoo into dog fur,Gently now!,14 to 16,Home Management,No
999,205,Give Dog A Bath,8,Rinse and dry dog,So fresh and so clean,14 to 16,Home Management,No
1000,206,Iron Clothes,1,Get Iron ,This will come in handy!,14 to 16,Dressing,No
1001,206,Iron Clothes,2,Get Iron ing board,We will need this too!,14 to 16,Dressing,No
1002,206,Iron Clothes,3,Get clothes,Almost ready!,14 to 16,Dressing,No
1003,206,Iron Clothes,4,Set up Iron ing board,You're doing great!,14 to 16,Dressing,No
1004,206,Iron Clothes,5,Plug in Iron ,You're doing great!,14 to 16,Dressing,No
1005,206,Iron Clothes,6,Turn on Iron ,Not too hot!,14 to 16,Dressing,No
1006,206,Iron Clothes,7,Place clothes on Iron ing board,Ready to get those wrinkles out!,14 to 16,Dressing,No
1007,206,Iron Clothes,8,Iron one section at a time,You're doing great!,14 to 16,Dressing,No
1008,206,Iron Clothes,9,Turn off Iron ,You're doing great!,14 to 16,Dressing,No
1009,206,Iron Clothes,10,Unplug Iron ,Safety first!,14 to 16,Dressing,No
1010,206,Iron Clothes,11,Wait for Iron to cool down,Good job being patient!,14 to 16,Dressing,No
1011,206,Iron Clothes,12,Hang up clothes,Nice and neat!,14 to 16,Dressing,No
1012,206,Iron Clothes,13,Put Iron away,Everything in its place!,14 to 16,Dressing,No
1013,206,Iron Clothes,14,Put Iron ing board away,Everything in its place!,14 to 16,Dressing,No
1014,207,Take A Shower,1,Turn on the Water ,You're doing great!,11 to 13,Personal Hygiene,No
1015,207,Take A Shower,2,Adjust Water temperature,Nice work!,11 to 13,Personal Hygiene,No
1016,207,Take A Shower,3,Step into the shower,You’re so brave!,11 to 13,Personal Hygiene,No
1017,207,Take A Shower,4,Wet your body,Feels nice and warm!,11 to 13,Personal Hygiene,No
1018,207,Take A Shower,5,Apply soap to body,Smells good!,11 to 13,Personal Hygiene,No
1019,207,Take A Shower,6,Scrub body,Scrub-a-dub-dub!,11 to 13,Personal Hygiene,No
1020,207,Take A Shower,7,Rinse soap off,All clean now!,11 to 13,Personal Hygiene,No
1021,207,Take A Shower,8,Turn off Water ,Nice job finishing up!,11 to 13,Personal Hygiene,No
1022,207,Take A Shower,9,Dry off with towel,All fresh and clean!,11 to 13,Personal Hygiene,No
1023,207,Take A Shower,10,Put on clean clothes,Looking great!,11 to 13,Personal Hygiene,No
1024,208,Take A Shower,1,Turn on the Water ,You're doing great!,14 to 16,Personal Hygiene,No
1025,208,Take A Shower,2,Adjust Water temperature,Nice work!,14 to 16,Personal Hygiene,No
1026,208,Take A Shower,3,Step into the shower,You’re so brave!,14 to 16,Personal Hygiene,No
1027,208,Take A Shower,4,Wet your body,Feels nice and warm!,14 to 16,Personal Hygiene,No
1028,208,Take A Shower,5,Apply soap to body,Smells good!,14 to 16,Personal Hygiene,No
1029,208,Take A Shower,6,Scrub body,Scrub-a-dub-dub!,14 to 16,Personal Hygiene,No
1030,208,Take A Shower,7,Rinse soap off,All clean now!,14 to 16,Personal Hygiene,No
1031,208,Take A Shower,8,Turn off Water ,Nice job finishing up!,14 to 16,Personal Hygiene,No
1032,208,Take A Shower,9,Dry off with towel,All fresh and clean!,14 to 16,Personal Hygiene,No
1033,208,Take A Shower,10,Put on clean clothes,Looking great!,14 to 16,Personal Hygiene,No
1034,209,Wash Car,1,Get a bucket,You're doing great!,14 to 16,Home Management,No
1035,209,Wash Car,2,Get car soap,Way to go!,14 to 16,Home Management,No
1036,209,Wash Car,3,Get sponge or soft cloth,Getting ready!,14 to 16,Home Management,No
1037,209,Wash Car,4,Get car towel,We will need this later!,14 to 16,Home Management,No
1038,209,Wash Car,5,Uncoil hose,Thank you for helping!,14 to 16,Home Management,No
1039,209,Wash Car,6,Turn on Water ,Great attention to detail!,14 to 16,Home Management,No
1040,209,Wash Car,7,Fill bucket with Water ,Nice job following steps!,14 to 16,Home Management,No
1041,209,Wash Car,8,Add car soap to the Water ,Keep it up!,14 to 16,Home Management,No
1042,209,Wash Car,9,Rinse the car with a hose,You’re on track!,14 to 16,Home Management,No
1043,209,Wash Car,10,Dip the sponge in soapy Water ,Look at that shine!,14 to 16,Home Management,No
1044,209,Wash Car,11,Scrub the car in small sections,Almost done!,14 to 16,Home Management,No
1045,209,Wash Car,12,Rinse off the soap with clean Water ,Nice and dry!,14 to 16,Home Management,No
1046,209,Wash Car,13,Wipe the car dry with a towel or chamois,You did it!,14 to 16,Home Management,No
1047,209,Wash Car,14,Put away all supplies,Everything in its place!,14 to 16,Home Management,No
1048,210,Clean Bathroom,1,Get cleaning gloves,Getting ready!,14 to 16,Home Management,No
1049,210,Clean Bathroom,2,Get cleaning sponge or cloth,A clean bathroom is important,14 to 16,Home Management,No
1050,210,Clean Bathroom,3,Get bathroom cleaner,This will help us clean!,14 to 16,Home Management,No
1051,210,Clean Bathroom,4,Get toilet bowl brush,You're a great helper!,14 to 16,Home Management,No
1052,210,Clean Bathroom,5,Put on cleaning gloves,Ready to clean!,14 to 16,Home Management,No
1053,210,Clean Bathroom,6,"Spray cleaner on sink, toilet, and tub",You’re doing awesome!,14 to 16,Home Management,No
1054,210,Clean Bathroom,7,Let the cleaner sit for a few minutes,Patience pays off!,14 to 16,Home Management,No
1055,210,Clean Bathroom,8,Wipe the sink and faucet,Sink is sparkling!,14 to 16,Home Management,No
1056,210,Clean Bathroom,9,Scrub the toilet bowl,You're strong!,14 to 16,Home Management,No
1057,210,Clean Bathroom,10,Wipe the outside of the toilet,Nice and clean!,14 to 16,Home Management,No
1058,210,Clean Bathroom,11,Scrub the bathtub or shower walls,Almost done!,14 to 16,Home Management,No
1059,210,Clean Bathroom,12,Wipe down counters and handles,Good attention to detail!,14 to 16,Home Management,No
1060,210,Clean Bathroom,13,Replace toilet paper if needed,That’s thoughtful!,14 to 16,Home Management,No
1061,210,Clean Bathroom,14,Take out bathroom trash,Great responsibility!,14 to 16,Home Management,No
1062,210,Clean Bathroom,15,Sweep and Mop the bathroom floor,Fantastic work!,14 to 16,Home Management,No
1063,210,Clean Bathroom,16,Wash your hands,All done!,14 to 16,Home Management,No
1064,210,Clean Bathroom,17,Put all supplies away,Everything in its place!,14 to 16,Home Management,No
1065,211,Rake Leaves,1,Get a Rake and leaf bags,You’re ready to go!,14 to 16,Home Management,No
1066,211,Rake Leaves,2,Rake leaves into small piles,Nice and neat!,14 to 16,Home Management,No
1067,211,Rake Leaves,3,Pick up leaves with hands or scoop,You're doing great!,14 to 16,Home Management,Yes
1068,211,Rake Leaves,4,Put leaves in a large bag,Keep it up!,14 to 16,Home Management,Yes
1069,211,Rake Leaves,5,Tie the leaf bag,Almost done!,14 to 16,Home Management,Yes
1070,211,Rake Leaves,6,Place bag by the curb or compost bin,So responsible!,14 to 16,Home Management,Yes
1071,211,Rake Leaves,7,Put away Rake and tools,Task complete!,14 to 16,Home Management,No
1072,212,Water Lawn,1,Check if the lawn needs Water ,Smart thinking!,14 to 16,Home Management,No
1073,212,Water Lawn,2,Attach hose or set up sprinkler,You’re setting it up well!,14 to 16,Home Management,Yes
1074,212,Water Lawn,3,Turn on the Water ,Let it flow!,14 to 16,Home Management,Yes
1075,212,Water Lawn,4,Water each area for 10–15 minutes,You're so patient!,14 to 16,Home Management,Yes
1076,212,Water Lawn,5,Move sprinkler to next area if needed,Great job moving forward!,14 to 16,Home Management,Yes
1077,212,Water Lawn,6,Turn off the Water ,All done!,14 to 16,Home Management,Yes
1078,212,Water Lawn,7,Coil and put away the hose,So tidy!,14 to 16,Home Management,No
1079,213,Catch Schoolbus,1,Get backpack ready,You're on time!,14 to 16,Community/School Related,No
1080,213,Catch Schoolbus,2,Put on shoes and coat,Almost there!,14 to 16,Community/School Related,No
1081,213,Catch Schoolbus,3,Wait at the bus stop,Good job waiting!,14 to 16,Community/School Related,No
1082,213,Catch Schoolbus,4,Get on the bus safely,You did it!,14 to 16,Community/School Related,No
1083,214,Feed Fish,1,Get fish food,The fish are ready to eat!,11 to 13,Home Management,No
1084,214,Feed Fish,2,Measure portion,Just the right amount!,11 to 13,Home Management,No
1085,214,Feed Fish,3,Pour into bowl,You're a great fish friend!,11 to 13,Home Management,No
1086,214,Feed Fish,4,Put away fish food,Everything in its place!,11 to 13,Home Management,No
1087,215,Feed Dog,1,Get dog food,Taking good care of our pup!,8 to 10,Home Management,No
1088,215,Feed Dog,2,Measure portion,Feeding the dog is important!,8 to 10,Home Management,No
1089,215,Feed Dog,3,Pour into bowl,The dog loves you for feeding him!,8 to 10,Home Management,No
1090,215,Feed Dog,4,Refill Water bowl,Dogs get thirsty sometimes!,8 to 10,Home Management,No
1091,215,Feed Dog,5,Puy away dog food,Everything in its place!,8 to 10,Home Management,No
1092,216,Feed Fish,1,Get fish food,The fish are ready to eat!,8 to 10,Home Management,No
1093,216,Feed Fish,2,Measure portion,Just the right amount!,8 to 10,Home Management,No
1094,216,Feed Fish,3,Pour into bowl,You're a great fish friend!,8 to 10,Home Management,No
1095,216,Feed Fish,4,Put away fish food,Everything in its place!,8 to 10,Home Management,No
1096,217,Feed Fish,1,Get fish food,The fish are ready to eat!,5 to 7,Home Management,Yes
1097,217,Feed Fish,2,Measure portion,Just the right amount!,5 to 7,Home Management,Yes
1098,217,Feed Fish,3,Pour into bowl,You're a great fish friend!,5 to 7,Home Management,Yes
1099,217,Feed Fish,4,Put away fish food,Everything in its place!,5 to 7,Home Management,Yes
1100,47,Do Homework,1,Find a quiet place to sit,You've got this!,11 to 13,Community/School Related,No
1101,48,Do Homework,1,Find a quiet place to sit,You've got this!,8 to 10,Community/School Related,No
1102,47,Do Homework,2,Take out homework materials,You're prepared!,11 to 13,Community/School Related,No
1103,48,Do Homework,2,Take out homework materials,You're prepared!,8 to 10,Community/School Related,No
1104,47,Do Homework,3,Read instructions carefully,Nice reading focus!,11 to 13,Community/School Related,No
1105,48,Do Homework,3,Read instructions carefully,Nice reading focus!,8 to 10,Community/School Related,No
1106,47,Do Homework,4,Try your best to complete work,Keep going! You're learning!,11 to 13,Community/School Related,No
1107,48,Do Homework,4,Try your best to complete work,Keep going! You're learning!,8 to 10,Community/School Related,No
1108,47,Do Homework,5,Put finished work in Fold er,You're so responsible!,11 to 13,Community/School Related,No
1109,48,Do Homework,5,Put finished work in Fold er,You're so responsible!,8 to 10,Community/School Related,No
